OCPM #,Make/Miss,SR Create TS,SR Close TS,Cust Contact TS,Close and Create Diff
409RTNP,Make,2020-01-02 10:18:00,2020-01-07 15:04:00,2020-01-02 14:40:00,5 days 04:46:00.000000000
409RZD9,Make,2020-01-03 08:02:00,2020-01-07 17:14:00,2020-01-06 10:33:00,4 days 09:12:00.000000000
409S3CB,Make,2020-01-03 09:51:00,2020-01-07 16:17:00,,4 days 06:26:00.000000000
409S4Y5,Make,2020-01-03 18:34:00,2020-01-07 15:44:00,2020-01-06 08:33:00,3 days 21:10:00.000000000
409S85W,Make,2020-01-06 07:59:00,2020-01-07 13:48:00,2020-01-06 11:24:00,1 days 05:49:00.000000000
409SB2S,Make,2020-01-06 11:12:00,2020-01-07 12:05:00,,1 days 00:53:00.000000000
409SBMK,Make,2020-01-06 09:10:00,2020-01-07 13:05:00,2020-01-06 12:07:00,1 days 03:55:00.000000000
409S54K,Make,2020-01-03 23:21:00,2020-01-07 11:57:00,2020-01-06 08:40:00,3 days 12:36:00.000000000
409SDRM,Make,2020-01-06 16:29:00,2020-01-08 16:39:00,2020-01-06 16:30:00,2 days 00:10:00.000000000
409SK98,Make,2020-01-07 09:54:00,2020-01-08 16:42:00,,1 days 06:48:00.000000000
409RTF4,Miss,2020-01-02 11:47:00,2020-01-08 15:01:00,2020-01-02 11:48:00,6 days 03:14:00.000000000
BNBFCLF,Make,2020-01-06 10:28:00,2020-01-08 14:25:00,2020-01-08 13:44:00,2 days 03:57:00.000000000
CLKCCCC,Make,2020-01-08 12:52:00,2020-01-08 16:15:00,2020-01-08 15:20:00,0 days 03:23:00.000000000
CLKCCCM,Make,2020-01-08 12:48:00,2020-01-08 16:12:00,,0 days 03:24:00.000000000
409S9QD,Make,2020-01-06 11:43:00,2020-01-08 12:19:00,2020-01-06 12:40:00,2 days 00:36:00.000000000
409SFGT,Make,2020-01-06 19:40:00,2020-01-08 15:26:00,2020-01-07 12:56:00,1 days 19:46:00.000000000
CLKCCCH,Make,2020-01-08 12:51:00,2020-01-08 17:02:00,2020-01-08 14:56:00,0 days 04:11:00.000000000
409S3DR,Make,2020-01-03 13:02:00,2020-01-08 12:41:00,2020-01-07 15:32:00,4 days 23:39:00.000000000
CLKCNRM,Make,2020-01-03 14:46:00,2020-01-08 08:42:00,2020-01-03 15:38:00,4 days 17:56:00.000000000
CLKCCCK,Make,2020-01-08 12:49:00,2020-01-08 16:59:00,2020-01-08 15:20:00,0 days 04:10:00.000000000
409S9NF,Make,2020-01-06 10:38:00,2020-01-08 18:17:00,2020-01-06 12:06:00,2 days 07:39:00.000000000
BNBF9HK,Make,2020-01-06 17:36:00,2020-01-08 17:14:00,2020-01-07 08:37:00,1 days 23:38:00.000000000
BNBDVPW,Make,2020-01-07 12:14:00,2020-01-08 12:51:00,2020-01-08 11:19:00,1 days 00:37:00.000000000
CLKCFWP,Make,2020-01-07 13:44:00,2020-01-08 17:28:00,2020-01-07 15:29:00,1 days 03:44:00.000000000
CLKCGLB,Make,2020-01-07 11:07:00,2020-01-08 16:58:00,2020-01-07 13:09:00,1 days 05:51:00.000000000
409S2FL,Make,2020-01-03 10:34:00,2020-01-08 13:48:00,2020-01-03 12:47:00,5 days 03:14:00.000000000
BNBDVDY,Make,2020-01-07 13:00:00,2020-01-08 10:49:00,2020-01-08 10:00:00,0 days 21:49:00.000000000
BNBDVYG,Make,2020-01-07 10:38:00,2020-01-08 12:29:00,2020-01-08 10:27:00,1 days 01:51:00.000000000
BNBDS9D,Make,2020-01-07 15:00:00,2020-01-08 16:06:00,2020-01-07 17:21:00,1 days 01:06:00.000000000
409SCBB,Make,2020-01-06 13:30:00,2020-01-08 14:47:00,,2 days 01:17:00.000000000
BNBFSFQ,Miss,2020-01-02 16:09:00,2020-01-08 12:19:00,2020-01-03 07:51:00,5 days 20:10:00.000000000
409S8KC,Make,2020-01-06 07:54:00,2020-01-08 12:15:00,2020-01-06 10:01:00,2 days 04:21:00.000000000
CLKCG8H,Make,2020-01-07 13:10:00,2020-01-08 15:36:00,2020-01-08 09:40:00,1 days 02:26:00.000000000
BNBFD8F,Make,2020-01-06 12:30:00,2020-01-08 17:31:00,2020-01-07 11:42:00,2 days 05:01:00.000000000
CLKCGKN,Make,2020-01-07 11:12:00,2020-01-08 15:36:00,2020-01-07 12:54:00,1 days 04:24:00.000000000
BNBDTKV,Make,2020-01-07 14:24:00,2020-01-08 13:02:00,2020-01-08 08:03:00,0 days 22:38:00.000000000
BNBDYJW,Make,2020-01-07 09:23:00,2020-01-08 14:18:00,2020-01-07 14:58:00,1 days 04:55:00.000000000
409RTRH,Miss,2020-01-02 12:35:00,2020-01-08 18:01:00,,6 days 05:26:00.000000000
CLKCCCP,Make,2020-01-08 12:47:00,2020-01-08 17:00:00,2020-01-08 15:20:00,0 days 04:13:00.000000000
CLKCCCJ,Make,2020-01-08 12:50:00,2020-01-08 16:54:00,2020-01-08 15:19:00,0 days 04:04:00.000000000
409S8RC,Make,2020-01-06 09:18:00,2020-01-08 09:35:00,,2 days 00:17:00.000000000
409SCFK,Make,2020-01-06 10:42:00,2020-01-08 11:58:00,2020-01-08 10:02:00,2 days 01:16:00.000000000
BNBFZ9B,Miss,2020-01-02 09:21:00,2020-01-08 11:42:00,2020-01-02 10:06:00,6 days 02:21:00.000000000
CLKCGR9,Make,2020-01-07 09:48:00,2020-01-08 12:31:00,2020-01-07 14:17:00,1 days 02:43:00.000000000
409S9F7,Make,2020-01-06 10:22:00,2020-01-08 09:24:00,2020-01-06 10:22:00,1 days 23:02:00.000000000
409SWR6,Make,2020-01-08 11:21:00,2020-01-08 11:24:00,2020-01-08 11:21:00,0 days 00:03:00.000000000
409SYK7,Make,2020-01-08 14:56:00,2020-01-08 15:02:00,,0 days 00:06:00.000000000
409SWYZ,Make,2020-01-08 14:48:00,2020-01-08 15:42:00,2020-01-08 14:50:00,0 days 00:54:00.000000000
409S9LR,Make,2020-01-06 09:39:00,2020-01-08 12:50:00,2020-01-06 09:41:00,2 days 03:11:00.000000000
409S645,Make,2020-01-05 15:31:00,2020-01-08 13:06:00,2020-01-05 15:34:00,2 days 21:35:00.000000000
409SBV3,Make,2020-01-06 12:37:00,2020-01-08 16:14:00,2020-01-08 11:02:00,2 days 03:37:00.000000000
409SBVH,Make,2020-01-06 09:41:00,2020-01-08 19:53:00,2020-01-06 09:41:00,2 days 10:12:00.000000000
409SC7P,Make,2020-01-06 13:29:00,2020-01-08 14:09:00,2020-01-07 13:11:00,2 days 00:40:00.000000000
409SD8G,Make,2020-01-06 15:26:00,2020-01-08 16:55:00,2020-01-06 16:06:00,2 days 01:29:00.000000000
409SCLC,Make,2020-01-06 11:06:00,2020-01-08 13:50:00,2020-01-06 11:06:00,2 days 02:44:00.000000000
409SLR8,Make,2020-01-07 12:00:00,2020-01-08 11:39:00,,0 days 23:39:00.000000000
409SNC2,Make,2020-01-07 15:16:00,2020-01-08 21:43:00,2020-01-07 15:16:00,1 days 06:27:00.000000000
409SNP5,Make,2020-01-07 14:14:00,2020-01-08 16:29:00,2020-01-07 14:15:00,1 days 02:15:00.000000000
409RWZT,Miss,2020-01-02 22:06:00,2020-01-08 14:56:00,2020-01-02 22:07:00,5 days 16:50:00.000000000
409S6PY,Make,2020-01-06 03:42:00,2020-01-08 12:20:00,2020-01-06 03:42:00,2 days 08:38:00.000000000
409S89T,Make,2020-01-06 07:28:00,2020-01-08 11:22:00,2020-01-06 07:29:00,2 days 03:54:00.000000000
BNBFDFQ,Make,2020-01-06 12:12:00,2020-01-08 13:59:00,2020-01-06 13:47:00,2 days 01:47:00.000000000
409SJJW,Make,2020-01-07 08:56:00,2020-01-08 17:33:00,2020-01-07 08:57:00,1 days 08:37:00.000000000
409SK6M,Make,2020-01-07 09:46:00,2020-01-08 15:08:00,2020-01-07 10:17:00,1 days 05:22:00.000000000
409SLB9,Make,2020-01-07 11:20:00,2020-01-08 12:26:00,2020-01-07 11:27:00,1 days 01:06:00.000000000
409SMKT,Make,2020-01-07 13:33:00,2020-01-08 14:45:00,2020-01-07 13:35:00,1 days 01:12:00.000000000
409SNW4,Make,2020-01-07 17:03:00,2020-01-08 20:07:00,2020-01-08 17:29:00,1 days 03:04:00.000000000
409SNWQ,Make,2020-01-07 16:08:00,2020-01-08 12:23:00,2020-01-07 16:11:00,0 days 20:15:00.000000000
409S5BT,Make,2020-01-04 08:55:00,2020-01-08 16:05:00,2020-01-07 14:53:00,4 days 07:10:00.000000000
409S8QN,Make,2020-01-06 09:16:00,2020-01-08 12:26:00,2020-01-06 09:17:00,2 days 03:10:00.000000000
409SDYF,Make,2020-01-06 13:53:00,2020-01-08 14:20:00,,2 days 00:27:00.000000000
409S325,Make,2020-01-03 11:59:00,2020-01-08 10:21:00,2020-01-03 12:00:00,4 days 22:22:00.000000000
409S5B6,Make,2020-01-04 11:03:00,2020-01-08 14:57:00,2020-01-04 11:31:00,4 days 03:54:00.000000000
409S9VY,Make,2020-01-06 09:59:00,2020-01-08 11:18:00,2020-01-06 10:00:00,2 days 01:19:00.000000000
409S3VL,Make,2020-01-03 14:21:00,2020-01-08 11:07:00,2020-01-03 14:45:00,4 days 20:46:00.000000000
409SBL7,Make,2020-01-06 11:04:00,2020-01-08 14:25:00,2020-01-06 11:04:00,2 days 03:21:00.000000000
409SD42,Make,2020-01-06 15:05:00,2020-01-08 11:11:00,2020-01-06 15:10:00,1 days 20:06:00.000000000
409S48W,Make,2020-01-03 15:23:00,2020-01-08 15:43:00,2020-01-03 15:59:00,5 days 00:20:00.000000000
409S38P,Make,2020-01-03 12:37:00,2020-01-08 12:27:00,2020-01-03 12:50:00,4 days 23:50:00.000000000
409RVRZ,Miss,2020-01-02 12:10:00,2020-01-08 12:51:00,2020-01-07 14:46:00,6 days 00:41:00.000000000
409S4C5,Make,2020-01-03 12:35:00,2020-01-08 07:45:00,,4 days 19:10:00.000000000
409S4ZT,Make,2020-01-03 16:36:00,2020-01-08 13:30:00,2020-01-03 16:36:00,4 days 20:54:00.000000000
409S8KW,Make,2020-01-06 08:57:00,2020-01-08 12:29:00,2020-01-06 08:58:00,2 days 03:32:00.000000000
409SL8Z,Make,2020-01-07 10:12:00,2020-01-08 13:04:00,2020-01-07 10:34:00,1 days 02:52:00.000000000
409SM69,Make,2020-01-07 11:42:00,2020-01-08 11:49:00,,1 days 00:07:00.000000000
409SNRH,Make,2020-01-07 16:34:00,2020-01-08 16:45:00,2020-01-07 16:34:00,1 days 00:11:00.000000000
409RVNG,Miss,2020-01-02 14:55:00,2020-01-08 11:01:00,2020-01-02 14:55:00,5 days 20:06:00.000000000
409SDBV,Make,2020-01-06 15:34:00,2020-01-08 15:22:00,2020-01-06 15:35:00,1 days 23:48:00.000000000
409SD78,Make,2020-01-06 14:19:00,2020-01-08 14:04:00,2020-01-06 14:20:00,1 days 23:45:00.000000000
409SDGV,Make,2020-01-06 15:50:00,2020-01-08 12:59:00,2020-01-06 15:50:00,1 days 21:09:00.000000000
409SMKM,Make,2020-01-07 13:33:00,2020-01-08 16:10:00,2020-01-07 13:39:00,1 days 02:37:00.000000000
BNBDWQF,Make,2020-01-07 10:33:00,2020-01-08 10:52:00,2020-01-08 09:08:00,1 days 00:19:00.000000000
409S692,Make,2020-01-05 22:35:00,2020-01-08 14:41:00,2020-01-05 22:36:00,2 days 16:06:00.000000000
409RRTV,Miss,2020-01-02 08:43:00,2020-01-08 13:28:00,2020-01-02 08:48:00,6 days 04:45:00.000000000
409SBHS,Make,2020-01-06 10:56:00,2020-01-08 13:37:00,2020-01-06 10:56:00,2 days 02:41:00.000000000
409S26J,Make,2020-01-03 10:03:00,2020-01-08 11:57:00,2020-01-03 10:04:00,5 days 01:54:00.000000000
409SB5V,Make,2020-01-06 10:22:00,2020-01-08 15:08:00,2020-01-06 10:27:00,2 days 04:46:00.000000000
409SBBR,Make,2020-01-06 11:40:00,2020-01-08 11:11:00,2020-01-06 11:40:00,1 days 23:31:00.000000000
409SML6,Make,2020-01-07 13:37:00,2020-01-08 11:53:00,2020-01-07 14:05:00,0 days 22:16:00.000000000
409RZM5,Make,2020-01-03 08:50:00,2020-01-08 11:57:00,2020-01-03 12:20:00,5 days 03:07:00.000000000
409S4DK,Make,2020-01-03 14:43:00,2020-01-08 13:55:00,2020-01-03 15:32:00,4 days 23:12:00.000000000
409S4ZS,Make,2020-01-03 18:32:00,2020-01-08 12:01:00,,4 days 17:29:00.000000000
409S5JH,Make,2020-01-04 19:03:00,2020-01-08 10:43:00,,3 days 15:40:00.000000000
409S9C9,Make,2020-01-06 10:12:00,2020-01-08 14:26:00,,2 days 04:14:00.000000000
409SBSQ,Make,2020-01-06 12:29:00,2020-01-08 12:57:00,2020-01-07 11:15:00,2 days 00:28:00.000000000
409SKH2,Make,2020-01-07 08:10:00,2020-01-08 17:41:00,2020-01-07 12:27:00,1 days 09:31:00.000000000
409SKS7,Make,2020-01-07 10:33:00,2020-01-08 14:02:00,2020-01-08 10:05:00,1 days 03:29:00.000000000
409S4BC,Make,2020-01-03 12:29:00,2020-01-08 14:21:00,2020-01-06 08:27:00,5 days 01:52:00.000000000
409SBDN,Make,2020-01-06 10:45:00,2020-01-08 12:15:00,2020-01-08 08:53:00,2 days 01:30:00.000000000
409S987,Make,2020-01-06 10:02:00,2020-01-08 12:09:00,2020-01-07 10:22:00,2 days 02:07:00.000000000
409SMDZ,Make,2020-01-07 13:10:00,2020-01-08 12:34:00,2020-01-08 08:44:00,0 days 23:24:00.000000000
409S2PV,Make,2020-01-03 11:17:00,2020-01-08 16:01:00,,5 days 04:44:00.000000000
409SBD2,Make,2020-01-06 11:43:00,2020-01-08 12:10:00,2020-01-06 14:15:00,2 days 00:27:00.000000000
409SCKK,Make,2020-01-06 11:00:00,2020-01-08 16:53:00,2020-01-07 07:30:00,2 days 05:53:00.000000000
409SCN4,Make,2020-01-06 14:11:00,2020-01-08 13:02:00,2020-01-08 11:40:00,1 days 22:51:00.000000000
409SCZ2,Make,2020-01-06 14:47:00,2020-01-08 13:52:00,2020-01-08 13:07:00,1 days 23:05:00.000000000
409SL6F,Make,2020-01-07 10:02:00,2020-01-08 12:54:00,2020-01-07 13:19:00,1 days 02:52:00.000000000
409SMJ7,Make,2020-01-07 12:24:00,2020-01-08 13:46:00,2020-01-08 09:31:00,1 days 01:22:00.000000000
409S4T7,Make,2020-01-03 14:36:00,2020-01-08 11:48:00,2020-01-06 08:01:00,4 days 21:12:00.000000000
409RTN5,Miss,2020-01-02 12:16:00,2020-01-08 11:00:00,,5 days 22:44:00.000000000
409SLC5,Make,2020-01-07 10:18:00,2020-01-08 11:48:00,2020-01-07 14:13:00,1 days 01:30:00.000000000
409S52B,Make,2020-01-03 18:46:00,2020-01-08 09:43:00,2020-01-06 09:27:00,4 days 14:57:00.000000000
409SC8N,Make,2020-01-06 13:22:00,2020-01-08 16:36:00,2020-01-08 12:23:00,2 days 03:14:00.000000000
409SCZ7,Make,2020-01-06 13:48:00,2020-01-08 14:16:00,2020-01-07 10:09:00,2 days 00:28:00.000000000
409RWP5,Make,2020-01-02 17:33:00,2020-01-02 17:47:00,2020-01-02 17:33:00,0 days 00:14:00.000000000
409SFDB,Make,2020-01-06 17:02:00,2020-01-09 11:19:00,2020-01-07 16:19:00,2 days 18:17:00.000000000
409SSZP,Make,2020-01-08 09:50:00,2020-01-09 10:06:00,2020-01-08 09:51:00,1 days 00:16:00.000000000
409SVZC,Make,2020-01-08 12:45:00,2020-01-09 15:12:00,2020-01-08 12:45:00,1 days 02:27:00.000000000
409T927,Make,2020-01-09 15:47:00,2020-01-09 15:55:00,2020-01-09 15:48:00,0 days 00:08:00.000000000
409RRWB,Miss,2020-01-02 08:49:00,2020-01-09 11:25:00,,7 days 02:36:00.000000000
409SCPY,Make,2020-01-06 14:19:00,2020-01-09 16:00:00,2020-01-06 14:20:00,3 days 01:41:00.000000000
409SB4K,Make,2020-01-06 12:17:00,2020-01-09 09:22:00,2020-01-06 12:18:00,2 days 21:05:00.000000000
409SNHN,Make,2020-01-07 15:41:00,2020-01-09 10:40:00,2020-01-07 15:44:00,1 days 18:59:00.000000000
409SHJF,Make,2020-01-07 03:49:00,2020-01-09 15:29:00,2020-01-07 03:49:00,2 days 11:40:00.000000000
409SNMJ,Make,2020-01-07 16:06:00,2020-01-09 14:32:00,2020-01-08 11:14:00,1 days 22:26:00.000000000
409SND7,Make,2020-01-07 15:24:00,2020-01-09 10:57:00,2020-01-07 15:27:00,1 days 19:33:00.000000000
BNBFN8V,Miss,2020-01-03 13:37:00,2020-01-09 21:07:00,,6 days 07:30:00.000000000
409SVSD,Make,2020-01-08 10:27:00,2020-01-09 13:36:00,2020-01-08 10:40:00,1 days 03:09:00.000000000
409RTHR,Miss,2020-01-02 09:56:00,2020-01-09 13:01:00,2020-01-02 09:59:00,7 days 03:05:00.000000000
409S3RZ,Miss,2020-01-03 14:06:00,2020-01-09 21:02:00,,6 days 06:56:00.000000000
409S44N,Miss,2020-01-03 13:01:00,2020-01-09 19:03:00,2020-01-03 13:01:00,6 days 06:02:00.000000000
BNBFTRP,Miss,2020-01-02 14:07:00,2020-01-09 13:42:00,2020-01-02 14:27:00,6 days 23:35:00.000000000
409SJNK,Make,2020-01-07 09:07:00,2020-01-09 12:41:00,2020-01-07 09:08:00,2 days 03:34:00.000000000
409SK7K,Make,2020-01-07 09:51:00,2020-01-09 10:49:00,2020-01-07 10:49:00,2 days 00:58:00.000000000
409SZ87,Make,2020-01-08 16:26:00,2020-01-09 14:42:00,2020-01-08 16:27:00,0 days 22:16:00.000000000
409S47D,Miss,2020-01-03 12:13:00,2020-01-09 18:03:00,2020-01-03 12:13:00,6 days 05:50:00.000000000
409S38D,Miss,2020-01-03 12:33:00,2020-01-09 21:02:00,,6 days 08:29:00.000000000
409SKVY,Make,2020-01-07 10:45:00,2020-01-09 17:35:00,2020-01-07 11:00:00,2 days 06:50:00.000000000
409SVMK,Make,2020-01-08 12:10:00,2020-01-09 14:52:00,2020-01-08 12:11:00,1 days 02:42:00.000000000
409SK34,Make,2020-01-07 09:37:00,2020-01-09 10:06:00,2020-01-07 13:28:00,2 days 00:29:00.000000000
409SNF4,Make,2020-01-07 15:38:00,2020-01-09 15:16:00,2020-01-07 15:39:00,1 days 23:38:00.000000000
409S32T,Miss,2020-01-03 12:02:00,2020-01-09 21:02:00,,6 days 09:00:00.000000000
409SCK4,Make,2020-01-06 12:00:00,2020-01-09 12:44:00,2020-01-06 12:07:00,3 days 00:44:00.000000000
409SC2V,Make,2020-01-06 12:57:00,2020-01-09 12:51:00,2020-01-06 13:00:00,2 days 23:54:00.000000000
409SJWZ,Make,2020-01-07 09:27:00,2020-01-09 11:09:00,2020-01-07 09:28:00,2 days 01:42:00.000000000
409RQ6W,Miss,2020-01-02 00:18:00,2020-01-09 12:50:00,2020-01-02 00:25:00,7 days 12:32:00.000000000
409RWD8,Miss,2020-01-02 16:55:00,2020-01-09 15:57:00,2020-01-02 17:37:00,6 days 23:02:00.000000000
409RWS2,Miss,2020-01-02 16:21:00,2020-01-09 22:08:00,2020-01-03 08:23:00,7 days 05:47:00.000000000
409SC5C,Make,2020-01-06 13:10:00,2020-01-09 13:40:00,2020-01-06 13:11:00,3 days 00:30:00.000000000
409SF9B,Make,2020-01-06 15:22:00,2020-01-09 20:20:00,2020-01-06 15:36:00,3 days 04:58:00.000000000
409SMW3,Make,2020-01-07 11:14:00,2020-01-09 12:06:00,2020-01-07 11:22:00,2 days 00:52:00.000000000
409SN5B,Make,2020-01-07 11:46:00,2020-01-09 12:03:00,2020-01-07 11:51:00,2 days 00:17:00.000000000
409SNDH,Make,2020-01-07 14:25:00,2020-01-09 11:31:00,2020-01-07 15:02:00,1 days 21:06:00.000000000
409SWDY,Make,2020-01-08 10:38:00,2020-01-09 12:53:00,2020-01-08 10:38:00,1 days 02:15:00.000000000
409SYP4,Make,2020-01-08 16:20:00,2020-01-09 15:25:00,2020-01-09 10:32:00,0 days 23:05:00.000000000
409RTM6,Miss,2020-01-02 09:13:00,2020-01-09 09:16:00,2020-01-02 09:13:00,7 days 00:03:00.000000000
409RWTT,Miss,2020-01-02 20:16:00,2020-01-09 21:20:00,2020-01-02 20:24:00,7 days 01:04:00.000000000
409S2ZR,Miss,2020-01-03 11:57:00,2020-01-09 11:32:00,2020-01-03 11:57:00,5 days 23:35:00.000000000
409S9J7,Make,2020-01-06 09:28:00,2020-01-09 16:18:00,,3 days 06:50:00.000000000
409S9PZ,Make,2020-01-06 10:43:00,2020-01-09 10:03:00,2020-01-08 15:15:00,2 days 23:20:00.000000000
409SC7K,Make,2020-01-06 12:19:00,2020-01-09 14:58:00,2020-01-06 12:20:00,3 days 02:39:00.000000000
409SC8R,Make,2020-01-06 13:25:00,2020-01-09 11:42:00,2020-01-06 13:26:00,2 days 22:17:00.000000000
409SK6D,Make,2020-01-07 09:50:00,2020-01-09 08:47:00,2020-01-07 09:51:00,1 days 22:57:00.000000000
409SKF7,Make,2020-01-07 10:08:00,2020-01-09 11:02:00,2020-01-07 10:13:00,2 days 00:54:00.000000000
409SNN5,Make,2020-01-07 16:10:00,2020-01-09 14:39:00,2020-01-07 16:11:00,1 days 22:29:00.000000000
409SP3B,Make,2020-01-07 14:48:00,2020-01-09 15:05:00,2020-01-07 14:50:00,2 days 00:17:00.000000000
409SY79,Make,2020-01-08 12:11:00,2020-01-09 14:20:00,2020-01-08 12:11:00,1 days 02:09:00.000000000
409SCHT,Make,2020-01-06 13:54:00,2020-01-09 12:39:00,2020-01-07 15:20:00,2 days 22:45:00.000000000
409RWSW,Miss,2020-01-02 19:52:00,2020-01-09 21:20:00,2020-01-02 19:56:00,7 days 01:28:00.000000000
409S5F2,Make,2020-01-04 10:57:00,2020-01-09 12:36:00,2020-01-04 10:57:00,5 days 01:39:00.000000000
409SDZZ,Make,2020-01-06 14:06:00,2020-01-09 11:00:00,2020-01-09 08:00:00,2 days 20:54:00.000000000
409SJCY,Make,2020-01-07 08:37:00,2020-01-09 13:41:00,2020-01-07 08:40:00,2 days 05:04:00.000000000
409SK73,Make,2020-01-07 09:47:00,2020-01-09 12:47:00,2020-01-07 09:52:00,2 days 03:00:00.000000000
409SKZN,Make,2020-01-07 10:55:00,2020-01-09 13:01:00,2020-01-07 10:57:00,2 days 02:06:00.000000000
409SM8J,Make,2020-01-07 12:55:00,2020-01-09 14:28:00,2020-01-07 12:56:00,2 days 01:33:00.000000000
409SSRZ,Make,2020-01-08 09:37:00,2020-01-09 15:51:00,2020-01-08 09:52:00,1 days 06:14:00.000000000
409SYPK,Make,2020-01-08 15:21:00,2020-01-09 16:15:00,2020-01-08 15:27:00,1 days 00:54:00.000000000
409SV63,Make,2020-01-08 11:19:00,2020-01-09 13:40:00,2020-01-08 11:19:00,1 days 02:21:00.000000000
409SS32,Make,2020-01-08 08:42:00,2020-01-09 16:46:00,2020-01-08 09:00:00,1 days 08:04:00.000000000
409SBJ9,Make,2020-01-06 11:57:00,2020-01-09 12:51:00,2020-01-06 11:58:00,3 days 00:54:00.000000000
409SCBD,Make,2020-01-06 13:32:00,2020-01-09 12:20:00,2020-01-06 13:32:00,2 days 22:48:00.000000000
409SDQH,Make,2020-01-06 15:25:00,2020-01-09 19:58:00,2020-01-06 15:47:00,3 days 04:33:00.000000000
409SMZ6,Make,2020-01-07 11:27:00,2020-01-09 12:06:00,2020-01-07 11:33:00,2 days 00:39:00.000000000
409SP9N,Make,2020-01-07 16:51:00,2020-01-09 13:01:00,2020-01-07 16:52:00,1 days 20:10:00.000000000
409ST3K,Make,2020-01-08 08:53:00,2020-01-09 12:15:00,2020-01-08 09:02:00,1 days 03:22:00.000000000
409SSY3,Make,2020-01-08 09:47:00,2020-01-09 13:06:00,2020-01-08 10:49:00,1 days 03:19:00.000000000
409SYBV,Make,2020-01-08 12:27:00,2020-01-09 16:19:00,2020-01-08 12:32:00,1 days 03:52:00.000000000
409SDNH,Make,2020-01-06 13:17:00,2020-01-09 10:44:00,2020-01-06 13:46:00,2 days 21:27:00.000000000
409S399,Miss,2020-01-03 12:40:00,2020-01-09 21:02:00,,6 days 08:22:00.000000000
409SWL6,Make,2020-01-08 10:57:00,2020-01-09 13:38:00,2020-01-08 13:44:00,1 days 02:41:00.000000000
409S638,Make,2020-01-05 14:32:00,2020-01-09 14:48:00,2020-01-08 17:47:00,4 days 00:16:00.000000000
409SCV8,Make,2020-01-06 14:36:00,2020-01-09 17:01:00,2020-01-08 12:34:00,3 days 02:25:00.000000000
409SHWC,Make,2020-01-07 07:39:00,2020-01-09 09:45:00,2020-01-07 14:45:00,2 days 02:06:00.000000000
409SLY7,Make,2020-01-07 12:17:00,2020-01-09 16:38:00,2020-01-08 08:43:00,2 days 04:21:00.000000000
409SRK7,Make,2020-01-08 07:44:00,2020-01-09 14:36:00,2020-01-09 08:18:00,1 days 06:52:00.000000000
409SMQP,Make,2020-01-07 10:54:00,2020-01-09 16:44:00,2020-01-08 07:57:00,2 days 05:50:00.000000000
409RVT9,Miss,2020-01-02 15:18:00,2020-01-09 17:13:00,2020-01-08 14:39:00,7 days 01:55:00.000000000
409RWJD,Miss,2020-01-02 17:31:00,2020-01-09 21:20:00,,7 days 03:49:00.000000000
409RZW3,Miss,2020-01-03 09:29:00,2020-01-09 21:22:00,,6 days 11:53:00.000000000
409S2S3,Miss,2020-01-03 11:26:00,2020-01-09 14:30:00,2020-01-03 12:09:00,6 days 03:04:00.000000000
409RZT7,Miss,2020-01-03 09:21:00,2020-01-09 21:22:00,,6 days 12:01:00.000000000
409S4FB,Miss,2020-01-03 14:47:00,2020-01-09 10:47:00,,5 days 20:00:00.000000000
409SKWR,Make,2020-01-07 10:41:00,2020-01-09 14:32:00,2020-01-08 13:01:00,2 days 03:51:00.000000000
409S5J6,Make,2020-01-04 15:19:00,2020-01-09 14:49:00,2020-01-08 17:44:00,4 days 23:30:00.000000000
409S66B,Make,2020-01-05 17:25:00,2020-01-09 14:51:00,2020-01-08 17:46:00,3 days 21:26:00.000000000
409S9PP,Make,2020-01-06 09:42:00,2020-01-09 12:44:00,2020-01-09 10:40:00,3 days 03:02:00.000000000
409SDZG,Make,2020-01-06 13:58:00,2020-01-09 12:57:00,2020-01-07 12:03:00,2 days 22:59:00.000000000
409SLJP,Make,2020-01-07 10:38:00,2020-01-09 14:44:00,,2 days 04:06:00.000000000
409SCC5,Make,2020-01-06 13:32:00,2020-01-09 16:05:00,2020-01-07 09:50:00,3 days 02:33:00.000000000
409RSM9,Miss,2020-01-02 10:17:00,2020-01-09 10:31:00,2020-01-07 08:05:00,7 days 00:14:00.000000000
409S2NW,Miss,2020-01-03 11:10:00,2020-01-09 13:46:00,,6 days 02:36:00.000000000
409S4JZ,Miss,2020-01-03 16:11:00,2020-01-09 12:34:00,2020-01-06 16:12:00,5 days 20:23:00.000000000
409S652,Make,2020-01-05 16:44:00,2020-01-09 17:06:00,2020-01-09 14:48:00,4 days 00:22:00.000000000
409SDH2,Make,2020-01-06 15:50:00,2020-01-09 11:54:00,,2 days 20:04:00.000000000
409SDS3,Make,2020-01-06 15:31:00,2020-01-09 17:01:00,2020-01-08 10:10:00,3 days 01:30:00.000000000
409SHY5,Make,2020-01-07 07:41:00,2020-01-09 15:25:00,2020-01-08 10:30:00,2 days 07:44:00.000000000
409SHY7,Make,2020-01-07 07:41:00,2020-01-09 10:27:00,2020-01-07 09:45:00,2 days 02:46:00.000000000
409SK5Y,Make,2020-01-07 08:43:00,2020-01-09 11:21:00,2020-01-07 14:28:00,2 days 02:38:00.000000000
409SL6Z,Make,2020-01-07 11:04:00,2020-01-09 11:46:00,2020-01-08 10:38:00,2 days 00:42:00.000000000
